"filename", "language", "JavaScript", "JSON", "TypeScript", "JSON with Comments", "HTML", "TypeScript JSX", "SCSS", "XML", "comment", "blank", "total"
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\EditingUserData\EditingUserData.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\EditingUserData\EditingUserData.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\EditingUserData\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserCategories\UserCategories.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 51, 0, 0, 8, 59
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserCategories\UserCategories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 177, 0, 0, 0, 29, 206
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserCategories\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserData\UserData.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 8
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserData\UserData.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserData\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserDevices\UserDevices.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 35, 0, 0, 10, 45
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserDevices\UserDevices.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 54, 0, 0, 0, 9, 63
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserDevices\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserProfile\UserProfile.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 26, 0, 0, 7, 33
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserProfile\UserProfile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 32, 0, 0, 0, 7, 39
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserProfile\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserRecipes\UserRecipes.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 23, 0, 0, 5, 28
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserRecipes\UserRecipes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 110, 0, 0, 0, 16, 126
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserRecipes\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserSettings\UserSettings.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 32, 0, 0, 6, 38
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserSettings\UserSettings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 224, 0, 0, 0, 30, 254
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\features\Profile\UserSettings\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\hooks\useAuth.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 6, 36
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\hooks\useCrumbs.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 4, 20
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Authorization\Authorization.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 31, 0, 0, 4, 35
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Authorization\Authorization.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 166, 0, 0, 0, 27, 193
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Authorization\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Categories\Categories.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Categories\Categories.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 50, 0, 0, 0, 7, 57
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Categories\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Categories\router\Category.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 119, 0, 0, 23, 142
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Categories\router\Category.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 81, 0, 0, 0, 14, 95
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Home\Home.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 125, 0, 0, 26, 151
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Home\Home.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 186, 0, 0, 0, 25, 211
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Home\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\PageNotFound\PageNotFound.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 12, 0, 0, 3, 15
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\PageNotFound\PageNotFound.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 0, 4, 16
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\PageNotFound\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Profile\Profile.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 83, 0, 0, 16, 99
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Profile\Profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 101, 0, 0, 0, 16, 117
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Profile\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Profile\router\AddRecipe.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 69, 0, 0, 14, 83
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Profile\router\AddRecipe.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 362, 0, 0, 12, 40, 414
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Profile\router\Category.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 62, 0, 0, 13, 75
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Profile\router\Category.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 122, 0, 0, 0, 15, 137
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\Recipe.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 44, 0, 0, 9, 53
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\Recipe.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 52, 0, 0, 0, 9, 61
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCompounds\RecipeCompounds.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 79, 0, 0, 10, 89
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCompounds\RecipeCompounds.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 58, 0, 0, 0, 11, 69
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCompounds\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCook\RecipeCook.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 61, 0, 0, 12, 73
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCook\RecipeCook.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 0, 6, 43
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCook\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCrumbs\RecipeCrumbs.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 18, 0, 0, 2, 20
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCrumbs\RecipeCrumbs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 4, 20
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeCrumbs\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeDesc\RecipeDesc.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 59, 0, 0, 12, 71
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeDesc\RecipeDesc.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 63, 0, 0, 0, 9, 72
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeDesc\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeDesciption\RecipeDescription.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeDesciption\RecipeDescription.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\Recipe\RecipeDesciption\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\WorldMap\WorldMap.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 47, 0, 0, 11, 58
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\WorldMap\WorldMap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 341, 0, 0, 1, 46, 388
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\pages\WorldMap\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\actions\auth.ts", "TypeScript", 0, 0, 85, 0, 0, 0, 0, 0, 0, 19, 104
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\actions\categories.ts", "TypeScript", 0, 0, 111, 0, 0, 0, 0, 0, 0, 28, 139
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\actions\device.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 8, 38
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\actions\extras.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 13, 62
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\actions\recipe.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 11, 56
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\actions\user-category.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 11, 53
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\reducers\auth.ts", "TypeScript", 0, 0, 156, 0, 0, 0, 0, 0, 0, 20, 176
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\reducers\category.ts", "TypeScript", 0, 0, 129, 0, 0, 0, 0, 0, 0, 11, 140
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\reducers\device.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 5, 50
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\reducers\extras.ts", "TypeScript", 0, 0, 66, 0, 0, 0, 0, 0, 0, 9, 75
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\reducers\index.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\reducers\recipe.ts", "TypeScript", 0, 0, 107, 0, 0, 0, 0, 0, 0, 15, 122
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\reducers\user-category.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 0, 0, 0, 7, 63
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\saga\auth.ts", "TypeScript", 0, 0, 106, 0, 0, 0, 0, 0, 0, 19, 125
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\saga\category.ts", "TypeScript", 0, 0, 113, 0, 0, 0, 0, 0, 0, 20, 133
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\saga\device.ts", "TypeScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 9, 59
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\saga\extras.ts", "TypeScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 8, 76
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\saga\index.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\saga\recipe.ts", "TypeScript", 0, 0, 91, 0, 0, 0, 0, 0, 0, 18, 109
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\saga\user-category.ts", "TypeScript", 0, 0, 126, 0, 0, 0, 0, 0, 0, 11, 137
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\redux\store.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 0, 0, 7, 52
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\styles\_colors.scss", "SCSS", 0, 0, 0, 0, 0, 0, 21, 0, 4, 7, 32
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\styles\_extra.scss", "SCSS", 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\apiClient.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\models\header.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\models\profile.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\models\recipe.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 5, 39
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\models\recipes.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 22
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\models\user.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\reformData.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\request.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 10, 45
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\titleForUnits.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\src\utils\validateFields.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\tsconfig.app.json", "JSON", 0, 49, 0, 0, 0, 0, 0, 0, 3, 0, 52
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\tsconfig.json", "JSON with Comments", 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\tsconfig.node.json", "JSON", 0, 21, 0, 0, 0, 0, 0, 0, 2, 3, 26
"c:\Users\denis\OneDrive\Рабочий стол\VKR\gustolib-front\vite.config.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"Total", "-", 85, 8392, 1761, 7, 13, 3170, 1670, 236, 48, 1102, 16484